u00001 connect
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1347608,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9934734,"roomType":"public"}
u00001 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"},"_id":"5a66ce86e7d6ec0a7c19b5b8","user":{"id":"u15068712458829919939838168"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5770349,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9137338,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":358890,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":2652126,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4414861,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5267080,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9423186,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":3645060,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5791595,"roomType":"public"}
u00001 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"},"_id":"5a66ce8de7d6ec0a7c19b5d8","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1504236,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9990789,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7891945,"roomType":"public"}
u00001 send {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66ce91e7d6ec0a7c19b5e2","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline","state":"accept"}}
u00001 send {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66ce93e7d6ec0a7c19b5e9","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5850893,"roomType":"public"}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1444343,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":2924592,"roomType":"public"}
u00001 close 1000 timeout
u00001 connect
u00001 send {"type":"join","uname":"u00001","pass1":"u00001","pass2":"u00001"}
u00001 recv {"type":"join","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"},"peers":[{"id":"u15068712466809920738075994","uname":"u00000","status":"offline","state":"accept"},{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}],"rooms":[]}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5050122,"roomType":"public"}
u00001 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"},"_id":"5a66ce9be7d6ec0a7c19b606","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":530069,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":2255981,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6032824,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"}}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"}}
u00001 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"},"_id":"5a66ce9ee7d6ec0a7c19b616","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7125795,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1540048,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6028471,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1459752,"roomType":"public"}
u00001 send {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66ce9fe7d6ec0a7c19b621","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9336659,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cea1e7d6ec0a7c19b628","user":{"id":"u15068712466809920738075994"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4285392,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online","state":"accept"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline","state":"accept"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712456909919748473792u15068712458829919939838168"},"_id":"5a66cea2e7d6ec0a7c19b62c","user":{"id":"u15068712456909919748473792"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1922574,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":8068973,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"}}
u00001 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"},"_id":"5a66cea5e7d6ec0a7c19b634","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4671631,"roomType":"public"}
u00001 send {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cea6e7d6ec0a7c19b637","user":{"id":"u15068712458829919939838168"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"}}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":8734278,"roomType":"public"}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cea7e7d6ec0a7c19b63d","user":{"id":"u15068712466809920738075994"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":769555,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":981041,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9505538,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6556529,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5231922,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7562509,"roomType":"public"}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":2695538,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6571132,"roomType":"public"}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":3290232,"roomType":"public"}
u00001 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"},"_id":"5a66ceb0e7d6ec0a7c19b65d","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9534664,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9007454,"roomType":"public"}
u00001 send {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66ceb2e7d6ec0a7c19b665","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":744141,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"}}
u00001 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"},"_id":"5a66ceb4e7d6ec0a7c19b66d","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline","state":"accept"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6656484,"roomType":"public"}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712456909919748473792u15068712458829919939838168"},"_id":"5a66ceb6e7d6ec0a7c19b674","user":{"id":"u15068712456909919748473792"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4774381,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":2138119,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4307198,"roomType":"public"}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66ceb7e7d6ec0a7c19b67e","user":{"id":"u15068712466809920738075994"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4787768,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":365199,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"}}
u00001 send {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66ceb9e7d6ec0a7c19b689","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6717400,"roomType":"public"}
u00001 close 1000 timeout
u00001 connect
u00001 send {"type":"join","uname":"u00001","pass1":"u00001","pass2":"u00001"}
u00001 recv {"type":"join","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"},"peers":[{"id":"u15068712466809920738075994","uname":"u00000","status":"online","state":"accept"},{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}],"rooms":[]}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":8880029,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"}}
u00001 send {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cec0e7d6ec0a7c19b69f","user":{"id":"u15068712458829919939838168"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712456909919748473792u15068712458829919939838168"},"_id":"5a66cec1e7d6ec0a7c19b6a2","user":{"id":"u15068712456909919748473792"}}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1793332,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7650260,"roomType":"public"}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":784968,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":2776092,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1563421,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":8903611,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":641552,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":3723522,"roomType":"public"}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7682326,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7993593,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":8052691,"roomType":"public"}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away","state":"accept"}}
u00001 send {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cecfe7d6ec0a7c19b6d7","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"},"action":"cancel"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"delete"}}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6220658,"roomType":"public"}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66ced2e7d6ec0a7c19b6e4","user":{"id":"u15068712466809920738075994"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":3016300,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7680529,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"verify"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline","state":"accept"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5850760,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7037065,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":3987674,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5902317,"roomType":"public"}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"verify"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":8472872,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4369356,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1616808,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":2998002,"roomType":"public"}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"verify"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7861231,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4812200,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1662547,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7596501,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"verify"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cee0e7d6ec0a7c19b70d","user":{"id":"u15068712466809920738075994"}}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9202736,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"verify"},"action":"reject"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"delete"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1353280,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5547928,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7866559,"roomType":"public"}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cee5e7d6ec0a7c19b723","user":{"id":"u15068712466809920738075994"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":2255053,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7449883,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"}}
u00001 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline","state":"accept"},"action":"cancel"}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline","state":"delete"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":3814381,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":8891426,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4302630,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline","state":"verify"}}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[{"id":"u15068712456909919748473792","uname":"u00002","status":"offline"}]}
u00001 send {"type":"user","action":"invite","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"invite"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"invite"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online","state":"verify"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1606216,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"}}
u00001 send {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"invite"},"action":"cancel"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"delete"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":3819237,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":3707778,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away","state":"verify"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6714715,"roomType":"public"}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[{"id":"u15068712456909919748473792","uname":"u00002","status":"away"}]}
u00001 send {"type":"user","action":"invite","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"invite"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7379469,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":3532442,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6850981,"roomType":"public"}
u00001 close 1000 timeout
u00001 connect
u00001 send {"type":"join","uname":"u00001","pass1":"u00001","pass2":"u00001"}
u00001 recv {"type":"join","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"},"peers":[{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"invite"}],"rooms":[]}
u00001 send {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"invite"},"action":"cancel"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"delete"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline","state":"verify"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"verify"}}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
