u00000 connect
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away","state":"accept"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8508499,"roomType":"public"}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712456909919748473792u15068712466809920738075994"},"_id":"5a66ce8ce7d6ec0a7c19b5d0","user":{"id":"u15068712456909919748473792"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6302398,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5666093,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5461108,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5014781,"roomType":"public"}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66ce91e7d6ec0a7c19b5e2","user":{"id":"u15068712458829919939838168"}}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"accept"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"}}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66ce93e7d6ec0a7c19b5e9","user":{"id":"u15068712458829919939838168"}}
u00000 send {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"},"action":"cancel"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":317214,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"delete"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":3902132,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8629784,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":3412251,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[{"id":"u15068712456909919748473792","uname":"u00002","status":"offline"}]}
u00000 send {"type":"user","action":"invite","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"invite"}}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":7622562,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":7873497,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6364874,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":4476300,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8956184,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"accept"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":1548694,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":2793735,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6341784,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6902953,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":1221697,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"invite"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6586095,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away","state":"accept"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"reject"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"reject"},"action":"cancel"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"delete"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":7277212,"roomType":"public"}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66ce9fe7d6ec0a7c19b621","user":{"id":"u15068712458829919939838168"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9716241,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"verify"}}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"accept"}}
u00000 send {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cea1e7d6ec0a7c19b628","user":{"id":"u15068712466809920738075994"}}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online"}}
u00000 close 1000 timeout
u00000 connect
u00000 send {"type":"join","uname":"u00000","pass1":"u00000","pass2":"u00000"}
u00000 recv {"type":"join","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online"},"peers":[{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"verify"},{"id":"u15068712458829919939838168","uname":"u00001","status":"away","state":"accept"}],"rooms":[]}
u00000 send {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cea7e7d6ec0a7c19b63d","user":{"id":"u15068712466809920738075994"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":442046,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":1503049,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"verify"}}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"accept"}}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":117731,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6990003,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"verify"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":764910,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":4402987,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"delete"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":374386,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6656505,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"verify"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9787540,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5535674,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":3529786,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"verify"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":546300,"roomType":"public"}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66ceb2e7d6ec0a7c19b665","user":{"id":"u15068712458829919939838168"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":1312551,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9501121,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"accept"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9908290,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":7074575,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":3903500,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":4281635,"roomType":"public"}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"verify"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"delete"}}
u00000 send {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66ceb7e7d6ec0a7c19b67e","user":{"id":"u15068712466809920738075994"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6728489,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":7123060,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away","state":"accept"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[{"id":"u15068712456909919748473792","uname":"u00002","status":"online"}]}
u00000 send {"type":"user","action":"invite","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"invite"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"invite"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":780301,"roomType":"public"}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66ceb9e7d6ec0a7c19b689","user":{"id":"u15068712458829919939838168"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":4645654,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":1630264,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5267125,"roomType":"public"}
u00000 send {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"invite"},"action":"cancel"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"delete"}}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9603618,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away","state":"accept"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[{"id":"u15068712456909919748473792","uname":"u00002","status":"offline"}]}
u00000 send {"type":"user","action":"invite","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"invite"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"invite"}}
u00000 send {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"invite"},"action":"cancel"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"delete"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9184702,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6083693,"roomType":"public"}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cec0e7d6ec0a7c19b69f","user":{"id":"u15068712458829919939838168"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":4958955,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":3209237,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":4662321,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":1701640,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"accept"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[{"id":"u15068712456909919748473792","uname":"u00002","status":"online"}]}
u00000 send {"type":"user","action":"invite","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"invite"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":2656787,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6386429,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"invite"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":1952210,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"accept"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":7719002,"roomType":"public"}
u00000 send {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"invite"},"action":"cancel"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"delete"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":2114272,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9874023,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8172910,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":3914172,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":491514,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":405737,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[{"id":"u15068712456909919748473792","uname":"u00002","status":"offline"}]}
u00000 send {"type":"user","action":"invite","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"invite"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":3338806,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5355818,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"reject"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":7011602,"roomType":"public"}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cecfe7d6ec0a7c19b6d7","user":{"id":"u15068712458829919939838168"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9024955,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8928672,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":1865085,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away","state":"accept"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"verify"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"verify"},"action":"accept"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"}}
u00000 send {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66ced2e7d6ec0a7c19b6e4","user":{"id":"u15068712466809920738075994"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712456909919748473792u15068712466809920738075994"},"_id":"5a66ced3e7d6ec0a7c19b6e6","user":{"id":"u15068712456909919748473792"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8426500,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5004451,"roomType":"public"}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline"}}
u00000 close 1000 timeout
u00000 connect
u00000 send {"type":"join","uname":"u00000","pass1":"u00000","pass2":"u00000"}
u00000 recv {"type":"join","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline"},"peers":[{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"},{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"accept"}],"rooms":[]}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712456909919748473792u15068712466809920738075994"},"_id":"5a66cedae7d6ec0a7c19b6fc","user":{"id":"u15068712456909919748473792"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":7898215,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"accept"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":1554774,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9584111,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cee0e7d6ec0a7c19b70d","user":{"id":"u15068712466809920738075994"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":7192361,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":4737577,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":4299802,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":112323,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9341922,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":4101959,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away","state":"accept"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5916978,"roomType":"public"}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712456909919748473792u15068712466809920738075994"},"_id":"5a66cee5e7d6ec0a7c19b71f","user":{"id":"u15068712456909919748473792"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5912752,"roomType":"public"}
u00000 send {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cee5e7d6ec0a7c19b723","user":{"id":"u15068712466809920738075994"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":1763502,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6518094,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"delete"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"}]}
u00000 send {"type":"user","action":"invite","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"}}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"invite"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":1463753,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":2154957,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9610333,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"}}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9434739,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8922986,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"invite"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":2427598,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":7331417,"roomType":"public"}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5951206,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5509050,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"invite"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"},"_id":"5a66cef4e7d6ec0a7c19b752","user":{"id":"u15068712466809920738075994"}}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline"}}
u00000 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"invite"},"action":"cancel"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"delete"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":799218,"roomType":"public"}
u00000 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6872234,"roomType":"public"}
u00000 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"},"_id":"5a66cef7e7d6ec0a7c19b75d","user":{"id":"u15068712466809920738075994"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9361247,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":3721513,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[{"id":"u15068712458829919939838168","uname":"u00001","status":"online"}]}
u00000 send {"type":"user","action":"invite","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"}}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"invite"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":2371945,"roomType":"public"}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":1375853,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9549300,"roomType":"public"}
